"year","jupas_code","jupas_href","institute","prog_chi","prog_eng","prog_short","funding","req_min_chi","req_min_eng","req_min_ls","req_min_mathsc","prog_duration","prog_level","prog_interview","prog_intake","prog_url","req_min_desc","prog_contact","req_min_electivenote","req_min_electives","requires","apl_accept","apl_subjects","first_any","first_m1m2","first_bio","first_chem","first_phy","first_ict","first_bafsa","first_bafsb","first_econ","first_geog","first_chist","first_hist","first_clit","first_elit","first_mus","first_va","second_any","second_m1m2","second_bio","second_chem","second_phy","second_ict","second_bafsa","second_bafsb","second_econ","second_geog","second_chist","second_hist","second_clit","second_elit","second_mus","second_va","req_fixed_subjects","one_following_count","any_one","two_compulsory","any_two","hku_m1m2_workaround"
"2023",JS2910,https://www.jupas.edu.hk/tc/programme/hkbu/JS2910,HKBU,商業計算及數據分析理學士(榮譽),Bachelor of Science (Hons) in Business Computing and Data Analytics,BSc(BCDA),UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"15",http://bcda.comp.hkbu.edu.hk,"Notes for elective subjects:1) One of the electives must be any Category A subjects (excluding Extended Part of Mathematics (Module 1 or Module 2));2) The other elective can be any of the following subjects:a) Category A subjects (including Extended Part of Mathematics (Module 1 or Module 2));b) Category B (Applied Learning) subjects with ""Attained with Distinction (I)"" or above;c) Category C (Other Language) subjects at Grade C or above.Remarks on other requirements:High choice banding in JUPAS application is preferred.",Admissions Office   Email: 334jupas@hkbu.edu.hk    Tel: (852) 3411 2200,"","","",1,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS2920,https://www.jupas.edu.hk/tc/programme/hkbu/JS2920,HKBU,藝術及科技文理學士(榮譽),Bachelor of Arts and Science (Hons) in Arts and Technology,BASc(ARTT),UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"40",https://admissions.hkbu.edu.hk/ug/js2920,"Notes for elective subjects:1) One of the electives must be any Category A subjects (excluding Extended Part of Mathematics (Module 1 or Module 2));2) The other elective can be any of the following subjects:a) Category A subjects (including Extended Part of Mathematics (Module 1 or Module 2));b) Category B (Applied Learning) subjects with ""Attained with Distinction (I)"" or above;c) Category C (Other Language) subjects at Grade C or above.Remarks on other requirements:Applicants are required to submit a portfolio and to attend an interview.",Admissions Office   Email: 334jupas@hkbu.edu.hk    Tel: (852) 3411 2200,"","","",1,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS2930,https://www.jupas.edu.hk/tc/programme/hkbu/JS2930,HKBU,工商管理文學士(榮譽)(全球娛樂),Bachelor of Arts (Hons) in Business Administration (Global Entertainment),BA(BUSADMIN-GE),UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"15",https://transdisciplinary.hkbu.edu.hk/geba/,"Notes for elective subjects:1) One of the electives must be any Category A subjects (excluding Extended Part of Mathematics (Module 1 or Module 2));2) The other elective can be any of the following subjects:a) Category A subjects (including Extended Part of Mathematics (Module 1 or Module 2));b) Category B (Applied Learning) subjects with ""Attained with Distinction (I)"" or above;c) Category C (Other Language) subjects at Grade C or above. Remarks on other requirements:Portfolio submission is optional but is preferred.",Admissions Office   Email: 334jupas@hkbu.edu.hk    Tel: (852) 3411 2200,"","","",1,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS2940,https://www.jupas.edu.hk/tc/programme/hkbu/JS2940,HKBU,創新醫療及社會健康社會科學學士(榮譽) / 理學士(榮譽),Bachelor of Social Sciences (Hons) / Bachelor of Science (Hons) in Innovation in Health and Social Well-Being,BSocSc/BSc(HSWB),UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"35",https://admissions.hkbu.edu.hk/ug/js2940,"Notes for elective subjects:1) One of the electives must be any Category A subjects (excluding Extended Part of Mathematics (Module 1 or Module 2));2) The other elective can be any of the following subjects:a) Category A subjects (including Extended Part of Mathematics (Module 1 or Module 2));b) Category B (Applied Learning) subjects with ""Attained with Distinction (I)"" or above;c) Category C (Other Language) subjects at Grade C or above.Remarks on other requirements:High choice banding in JUPAS application is preferred.",Admissions Office   Email: 334jupas@hkbu.edu.hk    Tel: (852) 3411 2200,"","","",1,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS2950,https://www.jupas.edu.hk/tc/programme/hkbu/JS2950,HKBU,文理及科技學士(榮譽)自訂主修,"Bachelor of Arts, Science and Technology (Hons) in Individualised Major",BAScT,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"15",https://admissions.hkbu.edu.hk/ug/js2950,"Notes for elective subjects:1) One of the electives must be any Category A subjects (excluding Extended Part of Mathematics (Module 1 or Module 2));2) The other elective can be any of the following subjects:a) Category A subjects (including Extended Part of Mathematics (Module 1 or Module 2));b) Category B (Applied Learning) subjects with ""Attained with Distinction (I)"" or above;c) Category C (Other Language) subjects at Grade C or above.Remarks on other requirements:Applicants are required to submit a portfolio and to attend an interview.",Admissions Office   Email: 334jupas@hkbu.edu.hk    Tel: (852) 3411 2200,"","","",1,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,,,1,
"2023",JS3011,https://www.jupas.edu.hk/tc/programme/polyu/JS3011,PolyU,生物科技及化學科技(榮譽)理學士組合課程,BSc (Hons) Scheme in Biotechnology and Chemical Technology,BIOTECH & CHEM TECH,UGC-funded,3,3,Attained,2,"4 years (including 1 year with common curriculum)",Bachelor's Degree,May require interview and/or test,"63Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3011,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics Biology Chemistry Physics Combined Science: Biology + Chemistry Combined Science: Biology + Physics Combined Science: Physics + Chemistry  Relevant Applied Learning subjects that can be considered for meeting the University entrance requirement and admission score calculation are:  Environmental Engineering Exercise Science and Health Fitness Fundamental Health Care Health Care Practice Medical Laboratory Science  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Applied Biology and Chemical Technology   Email: abct.admission@polyu.edu.hk,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3020,https://www.jupas.edu.hk/tc/programme/polyu/JS3020,PolyU,數據科學(榮譽)理學士組合課程 (數據科學及分析 / 投資科學及金融分析),BSc (Hons) Scheme in Data Science (Data Science and Analytics / Investment Science and Finance Analytics),DATA SCI,UGC-funded,3,3,Attained,2,"4 years (including 1 year with common curriculum)",Bachelor's Degree,May require interview and/or test,"21Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3020,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Applied Mathematics   Email: ds.info@polyu.edu.hk    Tel: (852) 2766 6946,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3030,https://www.jupas.edu.hk/tc/programme/polyu/JS3030,PolyU,物理學(榮譽)理學士  副主修人工智能及數據分析 / 創新及創業,BSc (Hons) in Physics with a Secondary Major in Artificial Intelligence & Data Analytics (AIDA) / Innovation and Entrepreneurship (IE),PHYSICS,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,May require interview and/or test,"25",https://www.polyu.edu.hk/study/ug/jupas/2024/js3030,"There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics Mathematics (Extended part - Calculus and Statistics) Mathematics (Extended part - Algebra and Calculus) Biology Chemistry Physics Business, Accounting and Financial Studies Business, Accounting and Financial Studies (Accounting) Business, Accounting and Financial Studies (Business Management) Combined Science: Biology + Chemistry Combined Science: Biology + Physics Combined Science: Physics + Chemistry Economics Information and Communication Technology Integrated Science  Please clickÂ hereÂ for the subject weightings.",General Office of the Department of Applied Physics   Email: apdept@polyu.edu.hk,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3050,https://www.jupas.edu.hk/tc/programme/polyu/JS3050,PolyU,時裝(榮譽)文學士組合課程 (時裝設計 / 針織時裝設計 / 內衣及運動服裝 / 時裝商務 / 時裝創新及科技),BA (Hons) Scheme in Fashion (Fashion Design / Knitwear Design / Contour Fashion and Activewear / Fashion Business / Fashion Innovation and Technology),FASHION,UGC-funded,3,3,Attained,2,"4 years (including 1 year with common curriculum)",Bachelor's Degree,Yes (on a selective basis),"110Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3050,"There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  Biology Chemistry Business, Accounting and Financial Studies Business, Accounting and Financial Studies (Accounting) Business, Accounting and Financial Studies (Business Management) Chinese History Combined Science: Biology + Chemistry Combined Science: Biology + Physics Combined Science: Physics + Chemistry Economics Geography Visual Arts  Relevant Applied Learning subjects that can be considered for meeting the University entrance requirement and admission score calculation are:  Accounting for E-Business Accounting in Practice Applied Business Research Applied Psychology Computer Game and Animation Design Creative Advertising Data Application for Business / Business Data Analysis Digital Comic Design and Production Display and Jewellery Design Entrepreneurship for SME Environmental Engineering Exercise and Fitness Coaching / Sports and Fitness Coaching Exercise Science and Health Fitness Exploring Psychology Fashion Image Design / Fashion and Image Design Film and Transmedia Film and Video / Film and Video Studies Fundamental Cosmetology Fundamental Health Care Health and Beauty Keeping in TCM Health Care Practice Image Design Innovative Product Design Interior Design Internet of Everything Application Jewellery and Accessories Design Jewellery Arts and Design Magazine Editing and Production Marketing and Online Promotion Marketing in Global Trade Medical Laboratory Science Mobile and Online Apps Development Multimedia Entertainment Studies New Media Communication Strategies PR and Multimedia Communication Practical Accounting for SMEs Practical Psychology Public Relations and Advertising Public Relations and Communication Purchasing and Merchandising Retail Management Sports Coaching and Management Tech Basics The Essentials of Dramatic Arts / The Essentials of Theatre Arts Understanding Financial Services  Please clickÂ hereÂ for the subject weightings.",General Office of the School of Fashion and Textiles   Email: sft.info@polyu.edu.hk    Tel: (852) 2766 6500,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3060,https://www.jupas.edu.hk/tc/programme/polyu/JS3060,PolyU,會計及金融(榮譽)工商管理學士組合課程 (會計學 / 會計及金融 / 數碼金融及投資學),BBA (Hons) Scheme in Accounting and Finance (Accountancy / Accounting and Finance / Digital Finance and Investment),ACCT & FINANCE,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,May require interview and/or test,"126Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3060,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics  Please clickÂ hereÂ for the subject weightings.,General Office of the School of Accounting and Finance   Email: af.enquiry@polyu.edu.hk    Tel: (852) 2766 7038 / 2766 7039 / 2766 4538,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3070,https://www.jupas.edu.hk/tc/programme/polyu/JS3070,PolyU,航空、航運及供應鏈管理(榮譽)工商管理學士組合課程 (航空管理及金融 / 國際航運及物流管理 / 供應鏈管理及分析),"BBA (Hons) Scheme in Aviation, Maritime and Supply Chain Management (Aviation Management and Finance / International Shipping and Transport Logistics / Supply Chain Management and Analytics)","AVIAT, MARITIME & SC MGT",UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"54Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3070,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Logistics and Maritime Studies   Email: bba-amscm.lms@polyu.edu.hk    Tel: (852) 2766 4607,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3080,https://www.jupas.edu.hk/tc/programme/polyu/JS3080,PolyU,管理及市場學(榮譽)工商管理學士組合課程 (管理學 / 市場學),BBA (Hons) Scheme in Management and Marketing (Management / Marketing),MGT & MARKETING,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"87Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3080,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Management and Marketing   Email: mm.dept@polyu.edu.hk    Tel: (852) 2766 7361 / 2766 7368,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3100,https://www.jupas.edu.hk/tc/programme/polyu/JS3100,PolyU,建築及房地產(榮譽)理學士組合課程 (建築工程及管理學 / 物業管理學 / 地產及建設測量學),BSc (Hons) Scheme in Building and Real Estate (Building Engineering and Management / Property Management / Surveying),BLDG & REAL ESTATE,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"101Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3100,There is no compulsory subject requirement. Preferred subject with the highest weighting for admission score calculation includes:  English Language  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Building and Real Estate   Email: bsyywu@polyu.edu.hk    Tel: (852) 3400 8121 / 3400 8120 / 3400 3819,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3110,https://www.jupas.edu.hk/tc/programme/polyu/JS3110,PolyU,建築科學及工程學(榮譽)工學士組合課程 (建築科學及工程學 / 建築科學及工程學(屋宇設備工程學)),BEng (Hons) Scheme in Building Sciences and Engineering (Building Sciences and Engineering / Building Sciences and Engineering with the specialism of Building Services Engineering),BLDG SCI & ENGG,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"42Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3110,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics Physics Combined Science: Biology + Physics Combined Science: Physics + Chemistry  Relevant Applied Learning subjects that can be considered for meeting the University entrance requirement and admission score calculation are:  Building Facilities Engineering Environmental Engineering  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Building Environment and Energy Engineering   Email: beee.enquiry@polyu.edu.hk    Tel: (852) 2766 5847,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3624,https://www.jupas.edu.hk/tc/programme/polyu/JS3624,PolyU,康復治療科學(榮譽)理學士組合課程 - 職業治療學(榮譽)理學士,BSc (Hons) Scheme in Rehabilitation Sciences - BSc (Hons) in Occupational Therapy,OCCUPATIONAL THERAPY,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"100",https://www.polyu.edu.hk/study/ug/jupas/2024/js3624,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  Chinese Language English Language Biology Physics Combined Science: Biology + Chemistry Combined Science: Biology + Physics Combined Science: Physics + Chemistry  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Rehabilitation Sciences   Email: rsdept@polyu.edu.hk    Tel: (852) 2766 6719 / 2766 5399,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3120,https://www.jupas.edu.hk/tc/programme/polyu/JS3120,PolyU,土木工程及可持續發展學(榮譽)工學士組合課程,BEng (Hons) Scheme in Civil Engineering and Sustainable Development,CIVIL ENGG & SUS DEVELOP,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,May require interview and/or test,"123Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3120,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  Chinese Language English Language Mathematics Mathematics (Extended part - Calculus and Statistics) Mathematics (Extended part - Algebra and Calculus) Biology Chemistry Physics Combined Science: Biology + Chemistry Combined Science: Biology + Physics Combined Science: Physics + Chemistry Economics Geography Integrated Science Applied Learning Subjects:  Building Facilities Engineering Environmental Engineering    Relevant Applied Learning subjects that can be considered for meeting the University entrance requirement and admission score calculation are:  Building Facilities Engineering Environmental Engineering  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Civil and Environmental Engineering   Email: enquiry.cee@polyu.edu.hk    Tel: (852) 2766 6068,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3130,https://www.jupas.edu.hk/tc/programme/polyu/JS3130,PolyU,空間數據科學及智慧城市(榮譽)理學士組合課程 (土地測量及地理資訊學 / 城市信息學及智慧城市),BSc (Hons) Scheme in Spatial Data Science and Smart Cities (Land Surveying and Geo-Informatics / Urban Informatics and Smart Cities),SPAT DATA & SMART CITIES,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,May require interview and/or test,"40Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3130,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics Mathematics (Extended part - Calculus and Statistics) Mathematics (Extended part - Algebra and Calculus) Physics Combined Science: Biology + Physics Combined Science: Physics + Chemistry Geography Information and Communication Technology Integrated Science  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Land Surveying and Geo-Informatics   Email: lsdept@polyu.edu.hk    Tel: (852) 2766 5968,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3140,https://www.jupas.edu.hk/tc/programme/polyu/JS3140,PolyU,航空工程學(榮譽)工學士組合課程 (航空工程學 / 民航工程學),BEng (Hons) Scheme in Aviation Engineering (Aviation Engineering / Air Transport Engineering),AVIATION ENGG,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"56",https://www.polyu.edu.hk/study/ug/jupas/2024/js3140,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics Mathematics (Extended part - Calculus and Statistics) Mathematics (Extended part - Algebra and Calculus) Chemistry Physics Combined Science: Physics + Chemistry Information and Communication Technology  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Aeronautical and Aviation Engineering   Email: aae.info@polyu.edu.hk    Tel: (852) 3400 2489,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3150,https://www.jupas.edu.hk/tc/programme/polyu/JS3150,PolyU,生物醫學工程(榮譽)理學士組合課程,BSc (Hons) Scheme in Biomedical Engineering,BIOMEDICAL ENGG,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"24Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3150,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  Mathematics Mathematics (Extended part - Calculus and Statistics) Mathematics (Extended part - Algebra and Calculus) Biology Chemistry Physics Combined Science: Biology + Chemistry Combined Science: Biology + Physics Combined Science: Physics + Chemistry  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Biomedical Engineering   Email: bme.info@polyu.edu.hk    Tel: (852) 3400 8577,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3170,https://www.jupas.edu.hk/tc/programme/polyu/JS3170,PolyU,電機工程學(榮譽)工學士組合課程 (電機工程學 / 運輸系統工程學),BEng (Hons) Scheme in Electrical Engineering (Electrical Engineering / Transportation Systems Engineering),ELECTRICAL ENGG,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,No,"60Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3170,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics Mathematics (Extended part - Calculus and Statistics) Mathematics (Extended part - Algebra and Calculus) Biology Chemistry Physics Combined Science: Biology + Chemistry Combined Science: Biology + Physics Combined Science: Physics + Chemistry Information and Communication Technology  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Electrical and Electronic Engineering   Email: eee.notice@polyu.edu.hk    Tel: (852) 2766 6150 / 2766 6223,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3180,https://www.jupas.edu.hk/tc/programme/polyu/JS3180,PolyU,資訊及人工智能工程學(榮譽)工學士 / 理學士組合課程 (物聯網 / 人工智能 / 資訊安全),BEng (Hons)/BSc (Hons) Scheme in Information and Artificial Intelligence Engineering (Internet-of-Things / Artificial Intelligence / Information Security),INFO & AI ENGG,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"67Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3180,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics Mathematics (Extended part - Calculus and Statistics) Mathematics (Extended part - Algebra and Calculus) Biology Chemistry Physics Combined Science: Biology + Chemistry Combined Science: Biology + Physics Combined Science: Physics + Chemistry Information and Communication Technology Applied Learning Subjects:  AI and Robotics Computer Forensic Technology Constructing Smart Cities Electrical and Energy Engineering Electronic Product Design in Action Internet of Everything Application Mobile and Online Apps Development Tech Basics    Relevant Applied Learning subjects that can be considered for meeting the University entrance requirement and admission score calculation are:  AI and Robotics AI in Business Computer Forensic Technology Constructing Smart Cities Data Application for Business / Business Data Analysis Electrical and Energy Engineering Electronic Product Design in Action Internet of Everything Application Mobile and Online Apps Development Tech Basics  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Electrical and Electronic Engineering   Email: eee.notice@polyu.edu.hk    Tel: (852) 2766 6211 / 2766 6223,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3240,https://www.jupas.edu.hk/tc/programme/polyu/JS3240,PolyU,英文及應用語言學(榮譽)文學士組合課程,BA (Hons) Scheme in English and Applied Linguistics,ENGL & APP LINGUISTICS,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,May require interview and/or test,"39Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3240,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:Â   Chinese Language English Language  Â  Relevant Applied Learning subjects that can be considered for meeting the University entrance requirement and admission score calculation are:  Accounting in Practice Applied Psychology Child Care and Education Creative Advertising Exploring Psychology Fashion Image Design / Fashion and Image Design Film and Video / Film and Video Studies Image Design Introduction to Theatre Arts Magazine Editing and Production Marketing in Global Trade Multimedia Entertainment Studies New Media Communication Strategies Practical Psychology Public Relations and Advertising Radio Host and Programme Production Western Cuisine  Please clickÂ hereÂ for the subject weightings.,General Office of the Department of English and Communication   Email: egdept@polyu.edu.hk    Tel: (852) 3400 3497,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3250,https://www.jupas.edu.hk/tc/programme/polyu/JS3250,PolyU,應用社會科學(榮譽)文學士組合課程 (社會工作 / 社會政策及社會創業),BA (Hons) Scheme in Applied Social Sciences (Social Work / Social Policy and Social Entrepreneurship),APPLIED SOC SCI,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,May require interview and/or test,"46Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3250,All HKDSE subjects carry the same weighting in our admissions selection. Only Band A applicants will be considered for admission. Selected Band A applicants mayÂ be invited to attend a group interview upon release of HKDSE results.Please clickÂ hereÂ for the subject weightings.,General Office of the Department of Applied Social Sciences   Email: ssba@polyu.edu.hk    Tel: (852) 2766 5867 / 2766 5746,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3290,https://www.jupas.edu.hk/tc/programme/polyu/JS3290,PolyU,眼科視光學(榮譽)理學士組合課程,BSc (Hons) Scheme in Optometry,OPTOMETRY,UGC-funded,3,3,Attained,2,"5 years (Optometry); 4 years (Vision Science and Secondary Major)",Bachelor's Degree,No,"51Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3290,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:  English Language Mathematics Mathematics (Extended part - Calculus and Statistics) Mathematics (Extended part - Algebra and Calculus) Biology Chemistry Physics Combined Science: Biology + Chemistry Combined Science: Biology + Physics Combined Science: Physics + Chemistry  Â  Relevant Applied Learning subjects that can be considered for meeting the University entrance requirement and admission score calculation are:  Fundamental Health Care Health Care Practice  Please clickÂ hereÂ for the subject weightings.,General Office of the School of Optometry   Email: so.enquiry@polyu.edu.hk    Tel: (852) 2766 4835,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3310,https://www.jupas.edu.hk/tc/programme/polyu/JS3310,PolyU,酒店及旅遊管理(榮譽)理學士組合課程 (酒店管理 / 智慧旅遊及酒店產業 / 會展及體驗管理),BSc (Hons) Scheme in Hotel and Tourism Management (Hotel Management / Smart Tourism and Hospitality / Event and Experience Management),HOTEL & TOURISM MGT,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,Yes (on a selective basis),"81Updated",https://www.polyu.edu.hk/study/ug/jupas/2024/js3310,There is no compulsory subject requirement. Preferred subject with the highest weighting for admission score calculation includes:  English Language  Preference will also be given to applicants with good results in languages.Please clickÂ hereÂ for the subject weightings.,General Office of the School of Hotel and Tourism Management   Email: hminfo@polyu.edu.hk    Tel: (852) 3400 2200 / 3400 2201,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
"2023",JS3320,https://www.jupas.edu.hk/tc/programme/polyu/JS3320,PolyU,中國歷史及文化(榮譽)文學士組合課程,BA (Hons) Scheme in Chinese History and Culture,CHI HISTORY & CULTURE,UGC-funded,3,3,Attained,2,"4 years",Bachelor's Degree,May require interview and/or test,"20",https://www.polyu.edu.hk/study/ug/jupas/2024/js3320,There is no compulsory subject requirement. Preferred subjects with the highest weighting for admission score calculation include:Â   Chinese Language English Language Chinese History Chinese Literature History  Please clickÂ hereÂ for the subject weightings.,Ms Loris Lau of the Department of Chinese History and Culture   Email: loris.lau@polyu.edu.hk    Tel: (852) 3400 8929,"","","",0,"",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,,1,
